medassist,03/25/2012 03:20:00 PM,Sunday,42.34491635,-71.0810995
invper,03/25/2012 03:26:00 PM,Sunday,42.32543556,-71.0638730
other larceny,03/25/2012 03:30:00 PM,Sunday,42.35307228,-71.0643462
commercial burglary,03/25/2012 04:00:00 PM,Sunday,42.32115135,-71.0984545
drug charges,03/25/2012 04:00:00 PM,Sunday,42.34130529,-71.054710
service,03/25/2012 04:10:00 PM,Sunday,42.30508135,-71.0613645
drug charges,03/25/2012 04:11:00 PM,Sunday,42.27998137,-71.1190195
service,03/25/2012 04:11:00 PM,Sunday,42.32623635,-71.1031595
simple assault,03/25/2012 04:14:00 PM,Sunday,42.30816135,-71.0862395
drug charges,03/25/2012 04:15:00 PM,Sunday,42.34130135,-71.0765495
invper,03/25/2012 04:15:00 PM,Sunday,42.27897313,-71.1140979
other larceny,03/25/2012 04:27:00 PM,Sunday,42.29848136,-71.0631545
towed,03/25/2012 04:39:00 PM,Sunday,42.28827636,-71.1701795
invprop,03/25/2012 04:45:00 PM,Sunday,42.31784406,-71.0932488
drug charges,03/25/2012 04:45:00 PM,Sunday,42.34130529,-71.054710
medassist,03/25/2012 04:56:00 PM,Sunday,42.35248135,-71.0611495
vandalism,03/25/2012 05:00:00 PM,Sunday,42.31358717,-71.0543420
larceny from motor vehicle,03/25/2012 05:00:00 PM,Sunday,42.30159135,-71.0621395
invprop,03/25/2012 05:00:00 PM,Sunday,42.27808136,-71.0825195
fraud,03/25/2012 05:09:00 PM,Sunday,42.30750136,-71.0890495
other,03/25/2012 05:16:00 PM,Sunday,42.32216635,-71.1092995
other larceny,03/25/2012 05:29:00 PM,Sunday,42.34620635,-71.0871645
val,03/25/2012 05:30:00 PM,Sunday,42.38055134,-71.0658795
mvacc,03/25/2012 05:34:00 PM,Sunday,42.32492135,-71.0984095
simple assault,03/25/2012 05:37:00 PM,Sunday,42.30251366,-71.0833034
val,03/25/2012 05:50:00 PM,Sunday,42.34636135,-71.0892595
vandalism,03/25/2012 06:00:00 PM,Sunday,42.25240442,-71.1347565
service,03/25/2012 06:00:00 PM,Sunday,42.32902135,-71.0750095
aggravated assault,03/25/2012 06:00:00 PM,Sunday,42.28434661,-71.0646914
towed,03/25/2012 06:08:00 PM,Sunday,42.36354634,-71.0545395
invper,03/25/2012 06:17:00 PM,Sunday,42.27740636,-71.0684845
invprop,03/25/2012 06:18:00 PM,Sunday,42.31697135,-71.0593095
commercial burglary,03/25/2012 06:30:00 PM,Sunday,42.33664635,-71.0862495
simple assault,03/25/2012 06:30:00 PM,Sunday,42.282112,-71.0648966
32gun,03/25/2012 06:47:00 PM,Sunday,42.28198636,-71.0819695
other larceny,03/25/2012 07:00:00 PM,Sunday,42.25195136,-71.1253195
other larceny,03/25/2012 07:00:00 PM,Sunday,42.33325635,-71.0728995
medassist,03/25/2012 07:18:00 PM,Sunday,42.28532636,-71.1263795
vandalism,03/25/2012 07:30:00 PM,Sunday,42.29519636,-71.0927195
forgery,03/25/2012 07:49:00 PM,Sunday,42.34863064,-71.0777483
vandalism,03/25/2012 07:56:00 PM,Sunday,42.3069785,-71.078316
larceny from motor vehicle,03/25/2012 08:00:00 PM,Sunday,42.34081135,-71.0983595
auto theft,03/25/2012 08:00:00 PM,Sunday,42.33813135,-71.0746395
larceny from motor vehicle,03/25/2012 08:00:00 PM,Sunday,42.31093136,-71.0556295
